filename,speech_name,noise_name,realization,SNR
F200505_SNOW1_0,F200505,SNOW,1,0.0
F200505_SNOW1_5,F200505,SNOW,1,5.0
F200505_SNOW1_10,F200505,SNOW,1,10.0
F200505_SNOW1_20,F200505,SNOW,1,20.0
F200505_SNOW1_inf,F200505,SNOW,1,inf
F200505_SNOW2_-20,F200505,SNOW,2,-20.0
F200505_SNOW2_-10,F200505,SNOW,2,-10.0
F200505_SNOW2_-5,F200505,SNOW,2,-5.0
F200505_SNOW2_0,F200505,SNOW,2,0.0
F200505_SNOW2_5,F200505,SNOW,2,5.0
F200505_SNOW2_10,F200505,SNOW,2,10.0
F200505_SNOW2_20,F200505,SNOW,2,20.0
F200505_SNOW2_inf,F200505,SNOW,2,inf
F200505_SNOW3_-20,F200505,SNOW,3,-20.0
F200505_SNOW3_-10,F200505,SNOW,3,-10.0
F200505_SNOW3_-5,F200505,SNOW,3,-5.0
F200505_SNOW3_0,F200505,SNOW,3,0.0
F200505_SNOW3_5,F200505,SNOW,3,5.0
F200505_SNOW3_10,F200505,SNOW,3,10.0
F200505_SNOW3_20,F200505,SNOW,3,20.0
F200505_SNOW3_inf,F200505,SNOW,3,inf
F200505_SNOW4_-20,F200505,SNOW,4,-20.0
F200505_SNOW4_-10,F200505,SNOW,4,-10.0
F200505_SNOW4_-5,F200505,SNOW,4,-5.0
F200505_SNOW4_0,F200505,SNOW,4,0.0
F200505_SNOW4_5,F200505,SNOW,4,5.0
F200505_SNOW4_10,F200505,SNOW,4,10.0
F200505_SNOW4_20,F200505,SNOW,4,20.0
F200505_SNOW4_inf,F200505,SNOW,4,inf
F200505_VACUUM0_-20,F200505,VACUUM,0,-20.0
F200505_VACUUM0_-10,F200505,VACUUM,0,-10.0
F200505_VACUUM0_-5,F200505,VACUUM,0,-5.0
F200505_VACUUM0_0,F200505,VACUUM,0,0.0
F200505_VACUUM0_5,F200505,VACUUM,0,5.0
F200505_VACUUM0_10,F200505,VACUUM,0,10.0
F200505_VACUUM0_20,F200505,VACUUM,0,20.0
F200505_VACUUM0_inf,F200505,VACUUM,0,inf
F200505_VACUUM1_-20,F200505,VACUUM,1,-20.0
F200505_VACUUM1_-10,F200505,VACUUM,1,-10.0
F200505_VACUUM1_-5,F200505,VACUUM,1,-5.0
F200505_VACUUM1_0,F200505,VACUUM,1,0.0
F200505_VACUUM1_5,F200505,VACUUM,1,5.0
F200505_VACUUM1_10,F200505,VACUUM,1,10.0
F200505_VACUUM1_20,F200505,VACUUM,1,20.0
F200505_VACUUM1_inf,F200505,VACUUM,1,inf
F200505_VACUUM2_-20,F200505,VACUUM,2,-20.0
F200505_VACUUM2_-10,F200505,VACUUM,2,-10.0
F200505_VACUUM2_-5,F200505,VACUUM,2,-5.0
F200505_VACUUM2_0,F200505,VACUUM,2,0.0
F200505_VACUUM2_5,F200505,VACUUM,2,5.0
F200505_VACUUM2_10,F200505,VACUUM,2,10.0
F200505_VACUUM2_20,F200505,VACUUM,2,20.0
F200505_VACUUM2_inf,F200505,VACUUM,2,inf
F200505_VACUUM3_-20,F200505,VACUUM,3,-20.0
F200505_VACUUM3_-10,F200505,VACUUM,3,-10.0
F200505_VACUUM3_-5,F200505,VACUUM,3,-5.0
F200505_VACUUM3_0,F200505,VACUUM,3,0.0
F200505_VACUUM3_5,F200505,VACUUM,3,5.0
F200505_VACUUM3_10,F200505,VACUUM,3,10.0
F200505_VACUUM3_20,F200505,VACUUM,3,20.0
F200505_VACUUM3_inf,F200505,VACUUM,3,inf
F200505_VACUUM4_-20,F200505,VACUUM,4,-20.0
F200505_VACUUM4_-10,F200505,VACUUM,4,-10.0
F200505_VACUUM4_-5,F200505,VACUUM,4,-5.0
F200505_VACUUM4_0,F200505,VACUUM,4,0.0
F200505_VACUUM4_5,F200505,VACUUM,4,5.0
F200505_VACUUM4_10,F200505,VACUUM,4,10.0
F200505_VACUUM4_20,F200505,VACUUM,4,20.0
F200505_VACUUM4_inf,F200505,VACUUM,4,inf
F200505_WASHING0_-20,F200505,WASHING,0,-20.0
F200505_WASHING0_-10,F200505,WASHING,0,-10.0
F200505_WASHING0_-5,F200505,WASHING,0,-5.0
F200505_WASHING0_0,F200505,WASHING,0,0.0
F200505_WASHING0_5,F200505,WASHING,0,5.0
F200505_WASHING0_10,F200505,WASHING,0,10.0
F200505_WASHING0_20,F200505,WASHING,0,20.0
F200505_WASHING0_inf,F200505,WASHING,0,inf
F200505_WASHING1_-20,F200505,WASHING,1,-20.0
F200505_WASHING1_-10,F200505,WASHING,1,-10.0
F200505_WASHING1_-5,F200505,WASHING,1,-5.0
F200505_WASHING1_0,F200505,WASHING,1,0.0
F200505_WASHING1_5,F200505,WASHING,1,5.0
F200505_WASHING1_10,F200505,WASHING,1,10.0
F200505_WASHING1_20,F200505,WASHING,1,20.0
F200505_WASHING1_inf,F200505,WASHING,1,inf
F200505_WASHING2_-20,F200505,WASHING,2,-20.0
F200505_WASHING2_-10,F200505,WASHING,2,-10.0
F200505_WASHING2_-5,F200505,WASHING,2,-5.0
F200505_WASHING2_0,F200505,WASHING,2,0.0
F200505_WASHING2_5,F200505,WASHING,2,5.0
F200505_WASHING2_10,F200505,WASHING,2,10.0
F200505_WASHING2_20,F200505,WASHING,2,20.0
F200505_WASHING2_inf,F200505,WASHING,2,inf
F200505_WASHING3_-20,F200505,WASHING,3,-20.0
F200505_WASHING3_-10,F200505,WASHING,3,-10.0
F200505_WASHING3_-5,F200505,WASHING,3,-5.0
F200505_WASHING3_0,F200505,WASHING,3,0.0
F200505_WASHING3_5,F200505,WASHING,3,5.0
F200505_WASHING3_10,F200505,WASHING,3,10.0
F200505_WASHING3_20,F200505,WASHING,3,20.0
F200505_WASHING3_inf,F200505,WASHING,3,inf
F200505_WASHING4_-20,F200505,WASHING,4,-20.0
F200505_WASHING4_-10,F200505,WASHING,4,-10.0
F200505_WASHING4_-5,F200505,WASHING,4,-5.0
F200505_WASHING4_0,F200505,WASHING,4,0.0
F200505_WASHING4_5,F200505,WASHING,4,5.0
F200505_WASHING4_10,F200505,WASHING,4,10.0
F200505_WASHING4_20,F200505,WASHING,4,20.0
F200505_WASHING4_inf,F200505,WASHING,4,inf
F200506_SNOW0_-20,F200506,SNOW,0,-20.0
F200506_SNOW0_-10,F200506,SNOW,0,-10.0
F200506_SNOW0_-5,F200506,SNOW,0,-5.0
F200506_SNOW0_0,F200506,SNOW,0,0.0
F200506_SNOW0_5,F200506,SNOW,0,5.0
F200506_SNOW0_10,F200506,SNOW,0,10.0
F200506_SNOW0_20,F200506,SNOW,0,20.0
F200506_SNOW0_inf,F200506,SNOW,0,inf
F200506_SNOW1_-20,F200506,SNOW,1,-20.0
F200506_SNOW1_-10,F200506,SNOW,1,-10.0
F200506_SNOW1_-5,F200506,SNOW,1,-5.0
F200506_SNOW1_0,F200506,SNOW,1,0.0
F200506_SNOW1_5,F200506,SNOW,1,5.0
F200506_SNOW1_10,F200506,SNOW,1,10.0
F200506_SNOW1_20,F200506,SNOW,1,20.0
F200506_SNOW1_inf,F200506,SNOW,1,inf
F200506_SNOW2_-20,F200506,SNOW,2,-20.0
F200506_SNOW2_-10,F200506,SNOW,2,-10.0
F200506_SNOW2_-5,F200506,SNOW,2,-5.0
F200506_SNOW2_0,F200506,SNOW,2,0.0
F200506_SNOW2_5,F200506,SNOW,2,5.0
F200506_SNOW2_10,F200506,SNOW,2,10.0
F200506_SNOW2_20,F200506,SNOW,2,20.0
F200506_SNOW2_inf,F200506,SNOW,2,inf
F200506_SNOW3_-20,F200506,SNOW,3,-20.0
F200506_SNOW3_-10,F200506,SNOW,3,-10.0
F200506_SNOW3_-5,F200506,SNOW,3,-5.0
F200506_SNOW3_0,F200506,SNOW,3,0.0
F200506_SNOW3_5,F200506,SNOW,3,5.0
F200506_SNOW3_10,F200506,SNOW,3,10.0
F200506_SNOW3_20,F200506,SNOW,3,20.0
F200506_SNOW3_inf,F200506,SNOW,3,inf
F200506_SNOW4_-20,F200506,SNOW,4,-20.0
F200506_SNOW4_-10,F200506,SNOW,4,-10.0
F200506_SNOW4_-5,F200506,SNOW,4,-5.0
F200506_SNOW4_0,F200506,SNOW,4,0.0
F200506_SNOW4_5,F200506,SNOW,4,5.0
F200506_SNOW4_10,F200506,SNOW,4,10.0
F200506_SNOW4_20,F200506,SNOW,4,20.0
F200506_SNOW4_inf,F200506,SNOW,4,inf
F200506_VACUUM0_-20,F200506,VACUUM,0,-20.0
F200506_VACUUM0_-10,F200506,VACUUM,0,-10.0
F200506_VACUUM0_-5,F200506,VACUUM,0,-5.0
F200506_VACUUM0_0,F200506,VACUUM,0,0.0
F200506_VACUUM0_5,F200506,VACUUM,0,5.0
F200506_VACUUM0_10,F200506,VACUUM,0,10.0
F200506_VACUUM0_20,F200506,VACUUM,0,20.0
F200506_VACUUM0_inf,F200506,VACUUM,0,inf
F200506_VACUUM1_-20,F200506,VACUUM,1,-20.0
F200506_VACUUM1_-10,F200506,VACUUM,1,-10.0
F200506_VACUUM1_-5,F200506,VACUUM,1,-5.0
F200506_VACUUM1_0,F200506,VACUUM,1,0.0
F200506_VACUUM1_5,F200506,VACUUM,1,5.0
F200506_VACUUM1_10,F200506,VACUUM,1,10.0
F200506_VACUUM1_20,F200506,VACUUM,1,20.0
F200506_VACUUM1_inf,F200506,VACUUM,1,inf
F200506_VACUUM2_-20,F200506,VACUUM,2,-20.0
F200506_VACUUM2_-10,F200506,VACUUM,2,-10.0
F200506_VACUUM2_-5,F200506,VACUUM,2,-5.0
F200506_VACUUM2_0,F200506,VACUUM,2,0.0
F200506_VACUUM2_5,F200506,VACUUM,2,5.0
F200506_VACUUM2_10,F200506,VACUUM,2,10.0
F200506_VACUUM2_20,F200506,VACUUM,2,20.0
F200506_VACUUM2_inf,F200506,VACUUM,2,inf
F200506_VACUUM3_-20,F200506,VACUUM,3,-20.0
F200506_VACUUM3_-10,F200506,VACUUM,3,-10.0
F200506_VACUUM3_-5,F200506,VACUUM,3,-5.0
F200506_VACUUM3_0,F200506,VACUUM,3,0.0
F200506_VACUUM3_5,F200506,VACUUM,3,5.0
F200506_VACUUM3_10,F200506,VACUUM,3,10.0
F200506_VACUUM3_20,F200506,VACUUM,3,20.0
F200506_VACUUM3_inf,F200506,VACUUM,3,inf
F200506_VACUUM4_-20,F200506,VACUUM,4,-20.0
F200506_VACUUM4_-10,F200506,VACUUM,4,-10.0
F200506_VACUUM4_-5,F200506,VACUUM,4,-5.0
F200506_VACUUM4_0,F200506,VACUUM,4,0.0
F200506_VACUUM4_5,F200506,VACUUM,4,5.0
F200506_VACUUM4_10,F200506,VACUUM,4,10.0
F200506_VACUUM4_20,F200506,VACUUM,4,20.0
F200506_VACUUM4_inf,F200506,VACUUM,4,inf
F200506_WASHING0_-20,F200506,WASHING,0,-20.0
F200506_WASHING0_-10,F200506,WASHING,0,-10.0
F200506_WASHING0_-5,F200506,WASHING,0,-5.0
F200506_WASHING0_0,F200506,WASHING,0,0.0
F200506_WASHING0_5,F200506,WASHING,0,5.0
F200506_WASHING0_10,F200506,WASHING,0,10.0
F200506_WASHING0_20,F200506,WASHING,0,20.0
F200506_WASHING0_inf,F200506,WASHING,0,inf
F200506_WASHING1_-20,F200506,WASHING,1,-20.0
F200506_WASHING1_-10,F200506,WASHING,1,-10.0
F200506_WASHING1_-5,F200506,WASHING,1,-5.0
F200506_WASHING1_0,F200506,WASHING,1,0.0
F200506_WASHING1_5,F200506,WASHING,1,5.0
F200506_WASHING1_10,F200506,WASHING,1,10.0
F200506_WASHING1_20,F200506,WASHING,1,20.0
F200506_WASHING1_inf,F200506,WASHING,1,inf
F200506_WASHING2_-20,F200506,WASHING,2,-20.0
F200506_WASHING2_-10,F200506,WASHING,2,-10.0
F200506_WASHING2_-5,F200506,WASHING,2,-5.0
F200506_WASHING2_0,F200506,WASHING,2,0.0
F200506_WASHING2_5,F200506,WASHING,2,5.0
F200506_WASHING2_10,F200506,WASHING,2,10.0
F200506_WASHING2_20,F200506,WASHING,2,20.0
F200506_WASHING2_inf,F200506,WASHING,2,inf
F200506_WASHING3_-20,F200506,WASHING,3,-20.0
F200506_WASHING3_-10,F200506,WASHING,3,-10.0
F200506_WASHING3_-5,F200506,WASHING,3,-5.0
F200506_WASHING3_0,F200506,WASHING,3,0.0
F200506_WASHING3_5,F200506,WASHING,3,5.0
F200506_WASHING3_10,F200506,WASHING,3,10.0
F200506_WASHING3_20,F200506,WASHING,3,20.0
F200506_WASHING3_inf,F200506,WASHING,3,inf
F200506_WASHING4_-20,F200506,WASHING,4,-20.0
F200506_WASHING4_-10,F200506,WASHING,4,-10.0
F200506_WASHING4_-5,F200506,WASHING,4,-5.0
F200506_WASHING4_0,F200506,WASHING,4,0.0
F200506_WASHING4_5,F200506,WASHING,4,5.0
F200506_WASHING4_10,F200506,WASHING,4,10.0
F200506_WASHING4_20,F200506,WASHING,4,20.0
F200506_WASHING4_inf,F200506,WASHING,4,inf
F200507_SNOW0_-20,F200507,SNOW,0,-20.0
F200507_SNOW0_-10,F200507,SNOW,0,-10.0
F200507_SNOW0_-5,F200507,SNOW,0,-5.0
F200507_SNOW0_0,F200507,SNOW,0,0.0
F200507_SNOW0_5,F200507,SNOW,0,5.0
F200507_SNOW0_10,F200507,SNOW,0,10.0
F200507_SNOW0_20,F200507,SNOW,0,20.0
F200507_SNOW0_inf,F200507,SNOW,0,inf
F200507_SNOW1_-20,F200507,SNOW,1,-20.0
F200507_SNOW1_-10,F200507,SNOW,1,-10.0
F200507_SNOW1_-5,F200507,SNOW,1,-5.0
F200507_SNOW1_0,F200507,SNOW,1,0.0
F200507_SNOW1_5,F200507,SNOW,1,5.0
F200507_SNOW1_10,F200507,SNOW,1,10.0
F200507_SNOW1_20,F200507,SNOW,1,20.0
F200507_SNOW1_inf,F200507,SNOW,1,inf
F200507_SNOW2_-20,F200507,SNOW,2,-20.0
F200507_SNOW2_-10,F200507,SNOW,2,-10.0
F200507_SNOW2_-5,F200507,SNOW,2,-5.0
F200507_SNOW2_0,F200507,SNOW,2,0.0
F200507_SNOW2_5,F200507,SNOW,2,5.0
F200507_SNOW2_10,F200507,SNOW,2,10.0
F200507_SNOW2_20,F200507,SNOW,2,20.0
F200507_SNOW2_inf,F200507,SNOW,2,inf
F200507_SNOW3_-20,F200507,SNOW,3,-20.0
F200507_SNOW3_-10,F200507,SNOW,3,-10.0
F200507_SNOW3_-5,F200507,SNOW,3,-5.0
F200507_SNOW3_0,F200507,SNOW,3,0.0
F200507_SNOW3_5,F200507,SNOW,3,5.0
F200507_SNOW3_10,F200507,SNOW,3,10.0
F200507_SNOW3_20,F200507,SNOW,3,20.0
F200507_SNOW3_inf,F200507,SNOW,3,inf
F200507_SNOW4_-20,F200507,SNOW,4,-20.0
F200507_SNOW4_-10,F200507,SNOW,4,-10.0
F200507_SNOW4_-5,F200507,SNOW,4,-5.0
F200507_SNOW4_0,F200507,SNOW,4,0.0
F200507_SNOW4_5,F200507,SNOW,4,5.0
F200507_SNOW4_10,F200507,SNOW,4,10.0
F200507_SNOW4_20,F200507,SNOW,4,20.0
F200507_SNOW4_inf,F200507,SNOW,4,inf
F200507_VACUUM0_-20,F200507,VACUUM,0,-20.0
F200507_VACUUM0_-10,F200507,VACUUM,0,-10.0
F200507_VACUUM0_-5,F200507,VACUUM,0,-5.0
F200507_VACUUM0_0,F200507,VACUUM,0,0.0
F200507_VACUUM0_5,F200507,VACUUM,0,5.0
F200507_VACUUM0_10,F200507,VACUUM,0,10.0
F200507_VACUUM0_20,F200507,VACUUM,0,20.0
F200507_VACUUM0_inf,F200507,VACUUM,0,inf
F200507_VACUUM1_-20,F200507,VACUUM,1,-20.0
F200507_VACUUM1_-10,F200507,VACUUM,1,-10.0
F200507_VACUUM1_-5,F200507,VACUUM,1,-5.0
F200507_VACUUM1_0,F200507,VACUUM,1,0.0
F200507_VACUUM1_5,F200507,VACUUM,1,5.0
F200507_VACUUM1_10,F200507,VACUUM,1,10.0
F200507_VACUUM1_20,F200507,VACUUM,1,20.0
F200507_VACUUM1_inf,F200507,VACUUM,1,inf
F200507_VACUUM2_-20,F200507,VACUUM,2,-20.0
F200507_VACUUM2_-10,F200507,VACUUM,2,-10.0
F200507_VACUUM2_-5,F200507,VACUUM,2,-5.0
F200507_VACUUM2_0,F200507,VACUUM,2,0.0
F200507_VACUUM2_5,F200507,VACUUM,2,5.0
F200507_VACUUM2_10,F200507,VACUUM,2,10.0
F200507_VACUUM2_20,F200507,VACUUM,2,20.0
F200507_VACUUM2_inf,F200507,VACUUM,2,inf
F200507_VACUUM3_-20,F200507,VACUUM,3,-20.0
F200507_VACUUM3_-10,F200507,VACUUM,3,-10.0
F200507_VACUUM3_-5,F200507,VACUUM,3,-5.0
F200507_VACUUM3_0,F200507,VACUUM,3,0.0
F200507_VACUUM3_5,F200507,VACUUM,3,5.0
F200507_VACUUM3_10,F200507,VACUUM,3,10.0
F200507_VACUUM3_20,F200507,VACUUM,3,20.0
F200507_VACUUM3_inf,F200507,VACUUM,3,inf
F200507_VACUUM4_-20,F200507,VACUUM,4,-20.0
F200507_VACUUM4_-10,F200507,VACUUM,4,-10.0
F200507_VACUUM4_-5,F200507,VACUUM,4,-5.0
F200507_VACUUM4_0,F200507,VACUUM,4,0.0
F200507_VACUUM4_5,F200507,VACUUM,4,5.0
F200507_VACUUM4_10,F200507,VACUUM,4,10.0
F200507_VACUUM4_20,F200507,VACUUM,4,20.0
F200507_VACUUM4_inf,F200507,VACUUM,4,inf
F200507_WASHING0_-20,F200507,WASHING,0,-20.0
F200507_WASHING0_-10,F200507,WASHING,0,-10.0
F200507_WASHING0_-5,F200507,WASHING,0,-5.0
F200507_WASHING0_0,F200507,WASHING,0,0.0
F200507_WASHING0_5,F200507,WASHING,0,5.0
F200507_WASHING0_10,F200507,WASHING,0,10.0
F200507_WASHING0_20,F200507,WASHING,0,20.0
F200507_WASHING0_inf,F200507,WASHING,0,inf
F200507_WASHING1_-20,F200507,WASHING,1,-20.0
F200507_WASHING1_-10,F200507,WASHING,1,-10.0
F200507_WASHING1_-5,F200507,WASHING,1,-5.0
F200507_WASHING1_0,F200507,WASHING,1,0.0
F200507_WASHING1_5,F200507,WASHING,1,5.0
F200507_WASHING1_10,F200507,WASHING,1,10.0
F200507_WASHING1_20,F200507,WASHING,1,20.0
F200507_WASHING1_inf,F200507,WASHING,1,inf
F200507_WASHING2_-20,F200507,WASHING,2,-20.0
F200507_WASHING2_-10,F200507,WASHING,2,-10.0
F200507_WASHING2_-5,F200507,WASHING,2,-5.0
F200507_WASHING2_0,F200507,WASHING,2,0.0
F200507_WASHING2_5,F200507,WASHING,2,5.0
F200507_WASHING2_10,F200507,WASHING,2,10.0
F200507_WASHING2_20,F200507,WASHING,2,20.0
F200507_WASHING2_inf,F200507,WASHING,2,inf
F200507_WASHING3_-20,F200507,WASHING,3,-20.0
F200507_WASHING3_-10,F200507,WASHING,3,-10.0
F200507_WASHING3_-5,F200507,WASHING,3,-5.0
F200507_WASHING3_0,F200507,WASHING,3,0.0
F200507_WASHING3_5,F200507,WASHING,3,5.0
F200507_WASHING3_10,F200507,WASHING,3,10.0
F200507_WASHING3_20,F200507,WASHING,3,20.0
F200507_WASHING3_inf,F200507,WASHING,3,inf
F200507_WASHING4_-20,F200507,WASHING,4,-20.0
F200507_WASHING4_-10,F200507,WASHING,4,-10.0
F200507_WASHING4_-5,F200507,WASHING,4,-5.0
F200507_WASHING4_0,F200507,WASHING,4,0.0
F200507_WASHING4_5,F200507,WASHING,4,5.0
F200507_WASHING4_10,F200507,WASHING,4,10.0
F200507_WASHING4_20,F200507,WASHING,4,20.0
F200507_WASHING4_inf,F200507,WASHING,4,inf
F200508_SNOW0_-20,F200508,SNOW,0,-20.0
F200508_SNOW0_-10,F200508,SNOW,0,-10.0
F200508_SNOW0_-5,F200508,SNOW,0,-5.0
F200508_SNOW0_0,F200508,SNOW,0,0.0
F200508_SNOW0_5,F200508,SNOW,0,5.0
F200508_SNOW0_10,F200508,SNOW,0,10.0
F200508_SNOW0_20,F200508,SNOW,0,20.0
F200508_SNOW0_inf,F200508,SNOW,0,inf
F200508_SNOW1_-20,F200508,SNOW,1,-20.0
F200508_SNOW1_-10,F200508,SNOW,1,-10.0
F200508_SNOW1_-5,F200508,SNOW,1,-5.0
F200508_SNOW1_0,F200508,SNOW,1,0.0
F200508_SNOW1_5,F200508,SNOW,1,5.0
F200508_SNOW1_10,F200508,SNOW,1,10.0
F200508_SNOW1_20,F200508,SNOW,1,20.0
F200508_SNOW1_inf,F200508,SNOW,1,inf
F200508_SNOW2_-20,F200508,SNOW,2,-20.0
F200508_SNOW2_-10,F200508,SNOW,2,-10.0
F200508_SNOW2_-5,F200508,SNOW,2,-5.0
F200508_SNOW2_0,F200508,SNOW,2,0.0
F200508_SNOW2_5,F200508,SNOW,2,5.0
F200508_SNOW2_10,F200508,SNOW,2,10.0
F200508_SNOW2_20,F200508,SNOW,2,20.0
F200508_SNOW2_inf,F200508,SNOW,2,inf
F200508_SNOW3_-20,F200508,SNOW,3,-20.0
F200508_SNOW3_-10,F200508,SNOW,3,-10.0
F200508_SNOW3_-5,F200508,SNOW,3,-5.0
F200508_SNOW3_0,F200508,SNOW,3,0.0
F200508_SNOW3_5,F200508,SNOW,3,5.0
F200508_SNOW3_10,F200508,SNOW,3,10.0
F200508_SNOW3_20,F200508,SNOW,3,20.0
F200508_SNOW3_inf,F200508,SNOW,3,inf
F200508_SNOW4_-20,F200508,SNOW,4,-20.0
F200508_SNOW4_-10,F200508,SNOW,4,-10.0
F200508_SNOW4_-5,F200508,SNOW,4,-5.0
F200508_SNOW4_0,F200508,SNOW,4,0.0
F200508_SNOW4_5,F200508,SNOW,4,5.0
F200508_SNOW4_10,F200508,SNOW,4,10.0
F200508_SNOW4_20,F200508,SNOW,4,20.0
F200508_SNOW4_inf,F200508,SNOW,4,inf
F200508_VACUUM0_-20,F200508,VACUUM,0,-20.0
F200508_VACUUM0_-10,F200508,VACUUM,0,-10.0
F200508_VACUUM0_-5,F200508,VACUUM,0,-5.0
F200508_VACUUM0_0,F200508,VACUUM,0,0.0
F200508_VACUUM0_5,F200508,VACUUM,0,5.0
F200508_VACUUM0_10,F200508,VACUUM,0,10.0
F200508_VACUUM0_20,F200508,VACUUM,0,20.0
F200508_VACUUM0_inf,F200508,VACUUM,0,inf
F200508_VACUUM1_-20,F200508,VACUUM,1,-20.0
F200508_VACUUM1_-10,F200508,VACUUM,1,-10.0
F200508_VACUUM1_-5,F200508,VACUUM,1,-5.0
F200508_VACUUM1_0,F200508,VACUUM,1,0.0
F200508_VACUUM1_5,F200508,VACUUM,1,5.0
F200508_VACUUM1_10,F200508,VACUUM,1,10.0
F200508_VACUUM1_20,F200508,VACUUM,1,20.0
F200508_VACUUM1_inf,F200508,VACUUM,1,inf
F200508_VACUUM2_-20,F200508,VACUUM,2,-20.0
F200508_VACUUM2_-10,F200508,VACUUM,2,-10.0
F200508_VACUUM2_-5,F200508,VACUUM,2,-5.0
F200508_VACUUM2_0,F200508,VACUUM,2,0.0
F200508_VACUUM2_5,F200508,VACUUM,2,5.0
F200508_VACUUM2_10,F200508,VACUUM,2,10.0
F200508_VACUUM2_20,F200508,VACUUM,2,20.0
F200508_VACUUM2_inf,F200508,VACUUM,2,inf
F200508_VACUUM3_-20,F200508,VACUUM,3,-20.0
F200508_VACUUM3_-10,F200508,VACUUM,3,-10.0
F200508_VACUUM3_-5,F200508,VACUUM,3,-5.0
F200508_VACUUM3_0,F200508,VACUUM,3,0.0
F200508_VACUUM3_5,F200508,VACUUM,3,5.0
F200508_VACUUM3_10,F200508,VACUUM,3,10.0
F200508_VACUUM3_20,F200508,VACUUM,3,20.0
F200508_VACUUM3_inf,F200508,VACUUM,3,inf
F200508_VACUUM4_-20,F200508,VACUUM,4,-20.0
F200508_VACUUM4_-10,F200508,VACUUM,4,-10.0
F200508_VACUUM4_-5,F200508,VACUUM,4,-5.0
F200508_VACUUM4_0,F200508,VACUUM,4,0.0
F200508_VACUUM4_5,F200508,VACUUM,4,5.0
F200508_VACUUM4_10,F200508,VACUUM,4,10.0
F200508_VACUUM4_20,F200508,VACUUM,4,20.0
F200508_VACUUM4_inf,F200508,VACUUM,4,inf
F200508_WASHING0_-20,F200508,WASHING,0,-20.0
F200508_WASHING0_-10,F200508,WASHING,0,-10.0
F200508_WASHING0_-5,F200508,WASHING,0,-5.0
F200508_WASHING0_0,F200508,WASHING,0,0.0
F200508_WASHING0_5,F200508,WASHING,0,5.0
F200508_WASHING0_10,F200508,WASHING,0,10.0
F200508_WASHING0_20,F200508,WASHING,0,20.0
F200508_WASHING0_inf,F200508,WASHING,0,inf
F200508_WASHING1_-20,F200508,WASHING,1,-20.0
F200508_WASHING1_-10,F200508,WASHING,1,-10.0
F200508_WASHING1_-5,F200508,WASHING,1,-5.0
F200508_WASHING1_0,F200508,WASHING,1,0.0
F200508_WASHING1_5,F200508,WASHING,1,5.0
F200508_WASHING1_10,F200508,WASHING,1,10.0
F200508_WASHING1_20,F200508,WASHING,1,20.0
F200508_WASHING1_inf,F200508,WASHING,1,inf
F200508_WASHING2_-20,F200508,WASHING,2,-20.0
F200508_WASHING2_-10,F200508,WASHING,2,-10.0
F200508_WASHING2_-5,F200508,WASHING,2,-5.0
F200508_WASHING2_0,F200508,WASHING,2,0.0
F200508_WASHING2_5,F200508,WASHING,2,5.0
F200508_WASHING2_10,F200508,WASHING,2,10.0
F200508_WASHING2_20,F200508,WASHING,2,20.0
F200508_WASHING2_inf,F200508,WASHING,2,inf
F200508_WASHING3_-20,F200508,WASHING,3,-20.0
F200508_WASHING3_-10,F200508,WASHING,3,-10.0
F200508_WASHING3_-5,F200508,WASHING,3,-5.0
F200508_WASHING3_0,F200508,WASHING,3,0.0
F200508_WASHING3_5,F200508,WASHING,3,5.0
F200508_WASHING3_10,F200508,WASHING,3,10.0
F200508_WASHING3_20,F200508,WASHING,3,20.0
F200508_WASHING3_inf,F200508,WASHING,3,inf
F200508_WASHING4_-20,F200508,WASHING,4,-20.0
F200508_WASHING4_-10,F200508,WASHING,4,-10.0
F200508_WASHING4_-5,F200508,WASHING,4,-5.0
F200508_WASHING4_0,F200508,WASHING,4,0.0
F200508_WASHING4_5,F200508,WASHING,4,5.0
F200508_WASHING4_10,F200508,WASHING,4,10.0
F200508_WASHING4_20,F200508,WASHING,4,20.0
F200508_WASHING4_inf,F200508,WASHING,4,inf
F200509_SNOW0_-20,F200509,SNOW,0,-20.0
F200509_SNOW0_-10,F200509,SNOW,0,-10.0
F200509_SNOW0_-5,F200509,SNOW,0,-5.0
F200509_SNOW0_0,F200509,SNOW,0,0.0
F200509_SNOW0_5,F200509,SNOW,0,5.0
F200509_SNOW0_10,F200509,SNOW,0,10.0
F200509_SNOW0_20,F200509,SNOW,0,20.0
F200509_SNOW0_inf,F200509,SNOW,0,inf
F200509_SNOW1_-20,F200509,SNOW,1,-20.0
F200509_SNOW1_-10,F200509,SNOW,1,-10.0
F200509_SNOW1_-5,F200509,SNOW,1,-5.0
F200509_SNOW1_0,F200509,SNOW,1,0.0
F200509_SNOW1_5,F200509,SNOW,1,5.0
F200509_SNOW1_10,F200509,SNOW,1,10.0
F200509_SNOW1_20,F200509,SNOW,1,20.0
F200509_SNOW1_inf,F200509,SNOW,1,inf
F200509_SNOW2_-20,F200509,SNOW,2,-20.0
F200509_SNOW2_-10,F200509,SNOW,2,-10.0
F200509_SNOW2_-5,F200509,SNOW,2,-5.0
F200509_SNOW2_0,F200509,SNOW,2,0.0
F200509_SNOW2_5,F200509,SNOW,2,5.0
F200509_SNOW2_10,F200509,SNOW,2,10.0
F200509_SNOW2_20,F200509,SNOW,2,20.0
